Episode,market_share_predict
La loi & l'ordre : crimes sexuels,7
NCIS,0.2
Le fardeau de la preuve,0.2
Bienvenue à Schitt's Creek,0.2
Bienvenue à Schitt's Creek,0.2
Zoo,0.2
Heartland,0.2
Retour à Cedar Cove,0.2
NCIS,0.2
Graceland,0.5
Zoo,2.4
Hawaii 5-0,2.4
La loi & l'ordre : crimes sexuels,2.4
Castle,2.4
Hawaii 5-0,2.4
NCIS,2.4
Quantico,1.3
La loi & l'ordre : crimes sexuels,1.3
Crimes majeurs,0.2
Madame la Secrétaire d'État,0.2
Instinct,0.5
Le fardeau de la preuve,1.1
"Mélinda, entre deux mondes",4.7
Blue Bloods,5.4
Crimes majeurs,7
Cameron Black: L'Illusionniste,4.3
Les pires chauffards québécois,3.5
"Le Carol, bar de danseuses",0.2
Beachclub,0
South Park,3.2
South Park,3.2
Remorquage à South Beach,0
Remorquage à South Beach,0
Comment c'est fait,0
Direct dans l'net,0
Les rois du drag (M),0
Les rois du drag (M),0
Les rois du drag (M),0
Les rois du drag (M),0
Les pires chauffards québécois,0
Face Off,0
Remorquage à South Beach,0
Remorquage à South Beach,0
Cameron Black: L'Illusionniste,0.5
Péril en haute mer,0
Rat rods de Vegas,0
Rat rods de Vegas,0
Face Off,0
Route en déroute,0.1
Comédie sur mesure,0.1
Ceci n'est pas un talk show,0.1
Week-end de bois,0.1
Cinéma,0.1
Les HYP-GAGS de Messmer,0.1
South Park,0.6
South Park,0.6
"Le Carol, bar de danseuses",0.1
Beachclub,0.3
Family Guy,0.1
Archer,0.1
Le Tom Et Jerry Show,0.1
Bugs et les Looney Tunes,1.1
Bugs et les Looney Tunes,1.1
Bunnicula,1.1
Bunnicula,1.1
Lego Nexo Knights,0.1
Ben 10,1.1
Ben 10,1.1
Boni,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Toon Marty,0.1
Boni,0
Frankie et les ZhuZhu Pets,0
Boni,2.1
Bugs et les Looney Tunes,2.1
Bugs et les Looney Tunes,2.1
Ben 10,0
Ben 10,2.1
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",2.1
Les Fous Du Volant,2.1
Les Fous Du Volant,0
Teen Titans Go!,2.1
Teen Titans Go!,3.3
Teen Titans GO!,3.3
Teen Titans Go!,0.4
Mysticons,0.4
Chop Chop Ninja,2.3
Le Tom Et Jerry Show,2.3
Les 3 Amigonautes,0
Winston et Dudley Ding Dong,3.3
Frankie et les ZhuZhu Pets,0.3
Hotel Transylvania,0.3
Il pleut des hamburgers,0.6
Unikitty,3.3
Unikitty,3.3
Bunnicula,0
Bunnicula,0
Les Fous Du Volant,0
Les Fous Du Volant,0
Bugs et les Looney Tunes,0
Bugs et les Looney Tunes,0
Chop Chop Ninja,1.6
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",1.6
Ben 10,0.5
Ben 10,1.6
Mysticons,0.2
LEGO Nexo Knights,0.2
Unikitty,0.3
Unikitty,3.3
Les Simpson,2.6
Teen Titans GO!,2.6
Teen Titans GO!,3.3
Teen Titans Go!,3.3
Teen Titans Go!,2.6
Bravest Warriors,2
Au pays des Têtes à claques,2.6
Faut pas rêver!,1.5
Les Simpson,0.9
Family Guy,1.5
Archer,1.1
Les Grandes Gueules s’animent!,0.9
Les Simpson,1.1
Robot Chicken,2.2
Robot Chicken,3.9
Family Guy,0.1
Archer,0.1
Les Grandes Gueules s’animent!,0.1
Robot Chicken,1.1
Robot Chicken,1.1
Body Language,12.5
MAYDAY,12.5
Planète sous tension,12.5
Marche à l'ombre,5.8
Les coulisses du palais,1.5
Tanked V.F.,0.5
MAYDAY,2.2
Les rois de la ferraille,0.9
Routiers de l'Outback,0.7
Cauchemar sur l'autoroute,0.7
Affaires qui roulent,2
Affaires qui roulent,2
La guerre des enchères,2
Patrouille en direct,1.5
Patrouille en direct : policières,2.3
Ultime machine,2.4
Hommes des bois,2.4
MAYDAY,2.4
Tanked V.F.,1.2
La guerre des transports,1.7
Fous de bateaux,2.1
Australie: la ruée vers l'or,2.1
Célèbres et fauchés,2.1
Accident de star,0.2
Au pays des Cajuns,1.7
Marche à l'ombre,6.1
Les coulisses du palais,3.7
Backstage : Les coulisses du succès,0
Le temps des vacances !,0
Arrange-toi avec ça,0.3
Le Studio,0
Med,0.1
Mom V.F.,0.1
La vie malgré tout,0
Smallville,0
Diva de l'au-delà,0.5
Friends (M),0
Friends (M),0
The Big Bang Theory,0.1
2 filles fauchées,0
Les Frères Scott,0.2
Cheerleaders de compétition (M),0.5
Cheerleaders de compétition (M),0.5
Med,0.1
Code F.,0.1
2 filles fauchées,0.1
Max et Livia,0.1
Friends (M),0.1
Friends (M),0.1
Famous in love : célébrités en amour,0
Sans origine: Orphan Black,0.7
Diva de l'au-delà,0
Flashpoint,0
Guides d'aventures,7
À pleins gaz,0
Histoires de chars,0.1
Complément de programme,1.1
Bouffe en cavale,0.1
Complément de programme,1.1
Radio Enfer,0
Watatatow,2.6
Complément de programme,0.1
Émissions jeunesse AM 1,2.5
Radio Enfer,0.2
Watatatow,5.8
Tactik,3.2
Tactik,3.2
La galère,0.3
Vu de l'intérieur,0.5
Documentaire,0.5
Comment devenir adulte,0.6
Cochon dingue,0.6
Émissions jeunesse PM 1,1.5
Radio Enfer,2.1
Watatatow,1.5
Cochon dingue,0.8
Jenny,1.5
Jenny,2.8
Web thérapie,1.2
Web thérapie,1.2
La galère,4
Mauvais karma,4.4
Tournée générale,1
Un vrai selfie,0.1
De par chez nous,3.1
Filles de moto,0.1
Sel et diesel,0
Complément de programme,0.7
Vu de l'intérieur,0
Documentaire,0.1
Karaoké (spectacle),1.1
Notre cinéma,0
Intermède,0.2
Mission X,0.6
Mission X,0.8
Cormoran,2.5
Cormoran,2.5
Blanche,0.7
Saint-Élie-de-légendes,0.1
Documentaire,0.4
Cormoran,0.6
Cormoran,0.6
Lundi culture,0.7
Quelle famille,2.5
Blanche,2.3
Blanche,2.3
Cormoran,1.5
Cormoran,1.5
Moi et l'autre,1.4
Mission X,0.8
Mission X,0.8
Mission X,0.8
Mission X,2
Lundi culture,1.1
Lundi culture,1.1
V - Bonne nuit,10.7
NVL,10.7
Moment V,10.7
Moment V,10.7
NVL en bref,16
Moment V,14.7
NVL en bref,16
Moment V,14.7
NVL en bref,16
Infopublicité,14.7
Infopublicité,14.7
CSI : Miami - Les experts,12.3
La guerre des clans,18
Ciné V,15.5
Ciné V,13.3
Les Simpson,6
Les Simpson,8.5
La guerre des clans,8.5
Un souper presque parfait,14
Un souper presque parfait,14
Rire et délire,8.5
Rire et délire,8.5
"Tu m'aimes, tu mens",10.2
Taxi payant,11.8
Imposteurs,13.3
Rire et délire,13.8
911,16
NVL,10.4
Moment V,15
Moment V,15
Mordus de politique,10.7
24h en 60 minutes,6.7
Prog RDI sem,14.5
Jack,7.6
Jack,7.6
Boule et Bill,7.6
Kate et Mim-Mim,1.5
Monsieur Bonhomme,10.3
Super Wings,9.4
Trullalleri,9.4
"Chi, une vie de chat",5.9
Ranger Rob,9.4
Ranger Rob,1.7
Jungle en délire,1.5
Boule et Bill 3D,4.6
Explique-moi ça,1.5
M. Magoo,1.5
M. Magoo,1.5
Arthur et les enfants de la table ronde,4.6
Dessinatruc!,1.4
Par ici la magie,2
1001 nuits,4.6
Alicia,4.6
Alicia,4.6
Peanuts,2
Noterythme,2
Annedroïdes,7.3
En direct Ici... prog loc,3.4
RDI matin,3.2
Marina Orsini,5
Ricardo,1.5
Des squelettes dans le placard,1.5
Téléjournal midi,1.5
Mémorable,15.5
Bonsoir bonsoir,15.5
Virginie,11.6
Virginie,11.6
Mémoires vives,11.6
Entrée principale,7.1
Mémorable,7
Téléjournal 18h,5
Téléjournal 18h30,5
Des squelettes dans le placard,7
Lâcher prise,5.3
Les magnifiques,5.3
Grand rire de...,16.6
Bonsoir bonsoir,15.4
Téléjournal 22h00,15.4
Téléjournal 22h30,15.8
Réellement,10.4
L'ombre de Jesse,7.9
Mordus de politique,10.5
Prog RDI sem,15
DOUBLE CINÉ-LUNE,10.5
INFOPUBLICITÉ,10.5
TVA NOUVELLES (NUIT - LV),13
LA VICTOIRE DE L'AMOUR,5.2
LA VICTOIRE DE L'AMOUR,16.4
LE QUÉBEC MATIN,2.7
SALUT BONJOUR,4.7
MASTERCHEF JUNIOR,1.5
LE TRICHEUR,1.5
MARIO DUMONT,3.1
TVA NOUVELLES (12H - LV),1.5
PAUSE CINÉMA,11.6
LES AVENTURES DE TOM & JERRY,6.2
INFOPUBLICITÉ,15.5
LES FEUX DE L' AMOUR,11.6
TOP MODÈLES,5
TVA NOUVELLES (17H),5
TVA NOUVELLES (18H - LV),5
LE TRICHEUR,7
DU COEUR ET DES BRAS,10.4
RÊVONS MAISONS,5.3
FILM DE FILLES,14
TVA NOUVELLES (22h),15.4
DENIS LÉVESQUE,14
DOUBLE CINÉ-LUNE,10.4
Curieux Bégin,2.3
Génial!,2.3
Un chef à la cabane,0.2
Point Doc,0.2
Chaplin,5.7
Zou,0
Pierre Lapin,0.2
Simon,0
"Petit Prince, Le",0.2
Shaun le mouton - capsules,0
Cochon dingue,0.2
Robin des Bois,0
Vic le viking,0.2
Grizzy et les lemmings,0.2
"As de la Jungle, Les",0.2
"As de la Jungle, Les",0.2
Passe-Partout,0.2
Robocar Poli,0.2
Robocar Poli,0.2
Top Wing - toutes ailes dehors,0.2
"Tribu Monchhichi, La",0.2
"Pat'Patrouille, La",0.2
"Famille Blaireau-Renard, La",0.2
Peg + Chat,0.2
Petit Ours Brun,0.2
Ping et ses amis,0.2
"Little People, Grandes découvertes",0.4
"Légendes de Tatonka, Les",0.4
Yakari,0.3
"Chouette & Cie, La",0.1
"Frères Kratt, Les",0
Cochon dingue,2
Génial!,2
Ça vaut le coût,2
Un chef à la cabane,0
Curieux Bégin,0.1
"Frères Kratt, Les",1.7
Roi Julian! L'élu des lémurs,1.7
ALVINNN!!! et Les Chipmunks,1.7
ALVINNN!!! et Les Chipmunks,1.7
Robin des Bois,1.7
Vic le viking,1.7
Grizzy et les Lemmings,1.7
"Aventures du Chat Potté, Les",1.7
Salmigondis,1.7
"Pat'Patrouille, La",1.7
Cochon dingue,1.7
Conseils de famille,1.7
Génial!,1.7
Zone franche,0.2
Cinéma,7.6
Un chef à la cabane,0.1
Génial!,1.1
Période de questions,0.1
Curieux Bégin,0
Sports 30 24h-6h,1.3
Sports 30 6h-13h30,0.7
Baseball MLB - R,0.2
Filler,0.2
Hockey Championnat Mondial de l'IIHF Canada,0.2
Sports 30 6h-13h30,0.5
Sports 30 6h-13h30,0.5
Tennis ATP Tour,1.4
Le Show de Moto,1
Martin Horik Octane R,1
Hockey Confrontations,0.3
Le 5 à 7,0.4
Hockey 360,0.7
L'Antichambre,0.7
Hockey Championnat Mondial de l'IIHF - R,0.8
Sports 30 18h-24h,0.6
Sports 30 18h-24h,0.6
Hors-Jeu 2.0 R,1.6
Tennis ATP Tour - R,0.7
Buzz,1.6
Buzz,1.6
Coup de foudre,4.7
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,5.5
Coup de foudre,1.9
Coup de foudre,0
Coup de foudre,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0
Buzz,0.1
Buzz,0.1
Buzz,0.1
Buzz,0.1
Buzz,1
CinéPlus,4.4
Marvel: agent Carter,0.5
Marvel: agent Carter,1
Buzz,0.3
Buzz,0.3
CinéPlus,4.4
Buzz,1.3
Buzz,1.3
Les magiciens,0.7
CinéPlus,1.4
Buzz,0.7
Buzz,1.6
Les magiciens,0.1
Le bachelor - Nouvelle-Zélande,0.7
ROTATION COMP2 5A-5A,1.3
ROTATION COMP3 2A-2A,2.2
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,1.3
ROTATION COMP1 5A-3A,2.2
MATIN 5AM-12P,0.9
ROTATION COMP1 5A-3A,2.2
ROTATION COMP2 5A-5A,2.2
APRES-MIDI 12P-7P,0.3
SOIREE2 7P-3A,2.2
SOIREE3 7P-5A,2.2
SOIREE1 7P-1A,2.2
L'Antichambre,0.8
Le 5 à 7,1.3
Hockey 360,5.7
L'Antichambre,0.8
Hockey 360,0.6
Auto drag de rue,2.7
Tennis ATP Tour,4.8
Le Sport en toute liberté,3.6
Soccer En route vers ...,0.4
Golf PGA,0.9
Sports 30 18h-24h,0.4
Sports 30 18h-24h,0.4
Cyclisme UCI,1
30 Images/Seconde,6.5
Sports 30 18h-24h,0.8
Le Show de Moto,4
Le 5 à 7,1.3
Hockey 360,1.2
TVA NOUVELLES (22h),8.7
LE QUÉBEC MATIN,15.5
MARIO DUMONT,4.1
TVA NOUVELLES (12h - LV),7.1
100% NOUVELLES,8
LA JOUTE,5.4
TVA NOUVELLES (17h),7.7
TVA NOUVELLES (18h - LV),3.6
TVA NOUVELLES (18h - LV),7.7
DENIS LÉVESQUE,4.7
LCN/MAINTENANT,4.8
LCN/MAINTENANT,4.8
DENIS LÉVESQUE,4.7
TVA NOUVELLES (22h),2.3
MARIO DUMONT,0.7
LA JOUTE,1
TVA NOUVELLES (22h),0.3
Clem,16.9
Complément de programme,4.5
Questions pour un champion,14.4
Tout le monde veut prendre sa place,11.9
Un si grand soleil,4.2
Plus belle la vie,5.6
TV5 le journal,5.6
Géopolitis,6.2
Une saison au zoo,6.1
Télématin,1.6
Journal Belge,0.4
TTC,0.6
Chiens et chats sans collier,1.6
Les Princes à Calcutta,3.7
Profilage,1.5
Ça commence aujourd'hui,6.4
64' Le monde en Français,2.8
Clem,1
Chacun son île,1.6
Journal Suisse,1.2
Des chiffres et des lettres,1.1
Un si grand soleil,0.9
Plus belle la vie,0.9
Tout le monde veut prendre sa place,0.1
Questions pour un champion,1.3
Journal de France 2,4.3
Champions du monde,1.3
Les Princes à Calcutta,1.3
Des racines et des ailes,12.2
Nina,3
TV5 le journal,1.5
C à dire?!,7.2
Journal Afrique,7.5
C à vous,7.5
Clem,16.9
Design V.I.P.,1.3
Maison jackpot,2.9
Cheerleaders de compétition,2.9
Me connais-tu?,5.7
Projection Privée,5.7
Bye-Bye Maison!,2.7
Sauvez les meubles!,3.4
Des idées de grandeur dans ma cour (M),2.7
Des idées de grandeur dans ma cour (M),0.2
Des idées de grandeur dans ma cour (M),0.2
Des idées de grandeur dans ma cour (M),0.2
Flashpoint,2.4
Donnez au suivant,1
Dans les coulisses des urgences,1
Mères à boutte,3.1
Mères à boutte,3.1
Vendre ou rénover au Québec,2.9
Mon cinéma,2.4
Design V.I.P.,2.4
Mariages sur mesure,2.3
Généalogie V.I.P.,2.4
Cheerleaders de compétition,2.4
Donnez au suivant,0.6
Les conquérants du gril,2.3
Gâteaux en folie,0.6
Chopped : cuisiniers sous pression,1.6
The Affair,2.2
Quais et terrasses sur le lac,1.1
Quais et terrasses sur le lac,1.1
Flashpoint,2.1
Mon cinéma,1.3
Top 10 insolite,0.6
HÔTEL DE LUXE,0.2
Le Voyageur assoiffé,0
Les Vacances de Monsieur Bruno (2),0
Lydiane autour du monde,0
Un couple contre la nature (2),1.3
"Josh Gates, traqueur de mystères (3)",0.5
CHILLER AVEC FÉLIPÉ AU QUÉBEC,1
Tout un festival,0.5
Avec ou sans cash (2),0.7
DIRECTION LA MER,0.7
Des trains pas comme les autres (8),0.7
La mer noire,0.4
Mordu de la pêche (7),0.4
Trésors vus du ciel (2 & 3),0.7
Hôtels eXtrêmes,0.5
Bienvenue au camping,0.4
Benoit à la plage (2),0.5
Splendides hôtels : les coulisses du luxe,0.2
TRÉSORS DES PIRATES DES CARAIBES,1.1
Xtrême adrénaline,1
PARCS AQUATIQUES DE L' EXTRÊME,0
PARCS AQUATIQUES DE L' EXTRÊME (2),0
Regarde le monde,0
Des routes et nous au Québec (2),2
Des trains pas comme les autres (8),1.3
"Josh Gates, traqueur de mystères (3)",1.7
Les a$ de la brocante,4.1
Les a$ de la brocante,4.1
Les a$ de la brocante,4.1
Les a$ de la brocante,4.1
"Magasin général, Le",4.6
"Magasin général, Le",1.4
Fais un homme de toi,1.4
L’Amérique de Michel Barrette,0.7
Révoltes barbares,0.6
De l'acier et du feu,1.5
De l'acier et du feu,1.5
De l'acier et du feu,2.5
Braqueurs,0.2
Le Polygraphe,0.2
Braqueurs,1.5
Le Polygraphe,0.2
Fais un homme de toi,1.5
L’Amérique de Michel Barrette,0.2
Révoltes barbares,1.4
De l'acier et du feu,2
De l'acier et du feu,2
De l'acier et du feu,1.9
Truck non stop,1.7
Truck non stop,1.7
Fous des bolides,1.4
Fous des bolides,1
Fous des bolides,1
Fous des bolides,1
Fous des bolides,0.5
Fous des bolides,0.5
Belles ordures,1.2
Les dieux du ciel,0
L’enfer des profondeurs,1.4
Fais un homme de toi,1.8
L’Amérique de Michel Barrette,0
CinéMAX,0.6
911,0
911,2.2
911,3.9
Un souper presque parfait,3.9
Un souper presque parfait,3.9
Un souper presque parfait,3.9
Un souper presque parfait,1
Un souper presque parfait,1
CinéMAX,0.7
X-Files: aux frontières du réel,1
La loi et l'ordre: crimes sexuels,1.3
Personne d'intérêt,0.6
Lucifer,1.3
Lucifer,1.3
Lucifer,1.1
Lucifer,1.1
La loi et l'ordre: crimes sexuels,1.1
Dr House,0.5
Le mentaliste,2
Chicago Justice,1.3
Esprits criminels: unité sans frontières,0.4
X-Files: aux frontières du réel,1
Dr House,0.1
Chicago Justice,0.5
Esprits criminels: unité sans frontières,0.5
Téléjournal 02h sem,2.2
Téléjournal 02h30 sm,2.2
Téléjournal nuit sem,2.2
Téléjournal nuit sem,2.2
Téléjournal 04h00 sem,2.2
Téléjournal 04h30 sem,3.5
RDI matin 05h00 sem,6.4
RDI matin 05h30 sem,6.4
RDI matin 06h00 sem,1.3
RDI matin 06h30 sem,1.3
RDI matin 07h00 sem,1.3
RDI matin 07h30 sem,1.3
RDI matin 08h00 sem,0.6
SP Justin Trudeau reçu à l'Élysée,0.6
RDI matin 08h30 sem,0.4
RDI matin 09h00 sem,0.4
SP Air Canada veut acheter Transat,0.4
RDI matin 09h00 sem,0.6
L'info 09h30 sem,0.1
SP Air Canada veut acheter Transat,0.5
L'info 10h00 sem,0.2
SP Pér quest Ass nat,0.5
L'info 10h00 sem,0.1
L'info 10h30 sem,0.1
SP Justin Trudeau à Paris,0.5
L'info 11h00 sem,0.1
Isabelle Richer,1
Téléjournal midi,0.5
Les ex 12h30,0.3
L'info 13h30 sem,0.3
L'info 14h00 sem,0.2
L'info 14h30 sem,0.3
SP Nouveaux cas de rougeole à Montréal,0.3
L'info 14h30 sem,0.3
L'info 15h00 sem,0.3
L'info 15h30 sem,0.3
Mordus de politique,0.3
En direct avec Patrice Roy,0.7
"National, Le",0.4
Élections à Terre-Neuve-et-Labrador 2019,1.4
Téléjournal 22h sem,0.6
Téléjournal 22h30 sm,0.6
"National, Le",0
"National, Le",2.2
"National, Le",0.1
"National, Le",0.1
Téléjournal 01h sem,0.7
Téléjournal 01h30 sm,0.7
La loi & l'ordre : crimes sexuels,16.9
NCIS,0.2
Nouveau départ,0.2
La Reine,0.2
Le fardeau de la preuve,0.2
Bienvenue à Schitt's Creek,0.2
Bienvenue à Schitt's Creek,0.2
"Mélinda, entre deux mondes",0.2
NCIS,0.2
Hawaii 5-0,0.5
Détectives privés,2.4
Hawaii 5-0,2.4
Graceland,2.4
Zoo,2.4
Heartland,2.4
Élémentaire,2.4
Quantico,1.3
La loi & l'ordre : crimes sexuels,1.2
Crimes majeurs,0.2
Queen of the South: naissance d’une reine,0.2
Queen of the South: naissance d’une reine,0.5
Dre Mary: mort sur ordonnance,1.1
Détectives privés,9.2
Blue Bloods,9.2
Crimes majeurs,16.9
Cameron Black: L'Illusionniste,4.3
Les pires chauffards québécois,3.5
"Le Carol, bar de danseuses",0
Beachclub,0.2
South Park,3.9
South Park,3.9
Remorquage à South Beach,0
Remorquage à South Beach,0
Comment c'est fait,0
Direct dans l'net,0
Prêt sur gage de l'enfer (M),0
Prêt sur gage de l'enfer (M),0
Prêt sur gage de l'enfer (M),0
Prêt sur gage de l'enfer (M),0
Les pires chauffards québécois,0
Face Off,0.1
Remorquage à South Beach,0
Remorquage à South Beach,0
Cameron Black: L'Illusionniste,0.2
Route en déroute,0
Comédie sur mesure,0.3
Ceci n'est pas un talk show,0.3
Week-end de bois,0.1
Plus dur qu'on pense (M),0.1
Plus dur qu'on pense (M),0.1
Plus dur qu'on pense (M),0.1
Plus dur qu'on pense (M),0.1
Face Off,0
Les Stupéfiants : nouvelle génération,0.1
Les stupéfiants,0.4
Cinéma,0.1
Les HYP-GAGS de Messmer,0.1
South Park,0.6
South Park,0.6
"Le Carol, bar de danseuses",0
Beachclub,0
Family Guy,0
Archer,0
Le Tom Et Jerry Show,0
Bugs et les Looney Tunes,1.1
Bugs et les Looney Tunes,1.1
Bunnicula,1.1
Bunnicula,1.1
Lego Nexo Knights,0
Ben 10,1.1
Ben 10,1.1
Boni,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Teen Titans Go!,1.1
Toon Marty,0.1
Boni,0
Frankie et les ZhuZhu Pets,0
Boni,2.1
Bugs et les Looney Tunes,2.1
Bugs et les Looney Tunes,2.1
Ben 10,0
Ben 10,2.1
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",2.1
Les Fous Du Volant,2.1
Les Fous Du Volant,0
Teen Titans Go!,2.1
Teen Titans Go!,3.3
Teen Titans GO!,3.3
Teen Titans Go!,3.3
Mysticons,0.4
Chop Chop Ninja,2.2
Le Tom Et Jerry Show,0.3
Les 3 Amigonautes,0.3
Winston et Dudley Ding Dong,3.3
Frankie et les ZhuZhu Pets,0.3
Hotel Transylvania,0.3
Il pleut des hamburgers,0
Unikitty,3.3
Unikitty,3.3
Bunnicula,0.1
Bunnicula,0.1
Les Fous Du Volant,0.1
Les Fous Du Volant,0.1
Bugs et les Looney Tunes,0.1
Bugs et les Looney Tunes,0.1
Chop Chop Ninja,0
"Pokémon, la série : Soleil et Lune - Ultra-Aventures",2.1
Ben 10,0.5
Ben 10,1.6
Mysticons,0.2
LEGO Nexo Knights,0.2
Unikitty,0.3
Unikitty,3.3
Les Simpson,2.6
Teen Titans GO!,2.6
Teen Titans GO!,3.3
Teen Titans Go!,3.3
Teen Titans Go!,2.6
Bravest Warriors,2.8
Au pays des Têtes à claques,2.6
Faut pas rêver!,1.5
Les Simpson,0.9
Family Guy,1.5
Archer,1.5
Les Grandes Gueules s’animent!,1.1
Les Simpson,1.1
Robot Chicken,1.2
Robot Chicken,1.6
Family Guy,0
Archer,0
Les Grandes Gueules s’animent!,0
Robot Chicken,1.1
Robot Chicken,1.1
Amour fatal,12.5
MAYDAY,12.5
La guerre des transports,11.1
Grange aux trésors,7.5
Body Language,12.5
Douanes sous haute surveillance (M),4.2
Douanes sous haute surveillance (M),0.2
Douanes sous haute surveillance (M),0.2
Douanes sous haute surveillance (M),0.2
MAYDAY,0.4
Étrange météo : Le ciel nous est tombé sur la tête,2.7
Ultime machine,2.7
Machines de génie,3
SOS Infestation,3
SOS Infestation,3
La guerre des enchères,2
La guerre des enchères,1.5
Amour fatal,0.7
Planète sous tension,2.4
Les rois de la ferraille,4.3
MAYDAY,2.4
Cauchemar sur l'autoroute,2.8
La guerre des enchères (M),1.8
La guerre des enchères (M),1.4
La guerre des enchères (M),1.4
La guerre des enchères (M),1.4
La guerre des enchères (M),1.4
Leaving Neverland S.-T.F.,0.6
Étrange météo : Le ciel nous est tombé sur la tête,7.1
Backstage : Les coulisses du succès,0.2
Le temps des vacances !,0
Arrange-toi avec ça,0.3
Le Studio,0
Med,0.1
Mom V.F.,0.1
La vie malgré tout,0
Smallville,0.9
Diva de l'au-delà,0.2
Friends (M),0.1
Friends (M),0.1
Max et Livia,0
2 filles fauchées,0.2
Les Frères Scott,0.1
Les menteuses (M),0.1
Les menteuses (M),0
Med,0.1
Code F.,0.1
2 filles fauchées,0.1
Comment je l'ai rencontrée,0.1
Friends (M),0.1
Friends (M),0.1
Les Foster,0
Riverdale,0
Diva de l'au-delà,0
Danse ta vie,0
Documentaire,10.8
Complément de programme,0.7
Tournée générale,3.6
Complément de programme,1.1
Guides d'aventures,10.8
Radio Enfer,0
Watatatow,2.6
Complément de programme,0.1
Émissions jeunesse AM 1,2.5
Radio Enfer,0
Complément de programme,2.2
Watatatow,3.2
Complément de programme,2.2
Tactik,3.2
Tactik,3.2
Mauvais karma,0.4
Complément de programme,2.2
Vu de l'intérieur,0.5
Sel et diesel,2.7
Bouffe en cavale,0
Complément de programme,0.1
Jenny,0.1
Jenny,0.1
Cochon dingue,0
Émissions jeunesse PM 1,0.7
Radio Enfer,2.1
Watatatow,1.5
Cochon dingue,2.8
Mission verte,1.6
Bouffe en cavale,2.8
Complément de programme,1.3
Les fermiers,2.8
Jenny,2.8
Jenny,4.6
File d'attente,0.8
Web thérapie,0.5
Web thérapie,1.2
Peaky Blinders,0.8
Complément de programme,1.3
Dans l'ombre des Tudors,0.1
Vu de l'intérieur,0
2050 dans votre assiette,0
Clé en main,0
Cinéma du vendredi (R),0.7
Défier la magie,0.2
100% local,0
Mission X,0.8
Cormoran,1.5
Cormoran,1.5
Blanche,0.7
Let's dance,0.1
Grandes entrevues,0.1
Cormoran,1.5
Cormoran,1.5
Témoin indésirable,1.6
"Boîte à musique, La",1.6
